UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA
SP,35,31506,Monte Azul Paulista,19268
MG,31,10707,Cambuquira,13040
RS,43,14464,Pinhal da Serra,2115
AM,13,03403,Parintins,112716
RS,43,19901,Sapiranga,79946
AL,27,06307,Palmeira dos Índios,74049
AL,27,08907,Satuba,13824
BA,29,03300,Barro Preto,6367
SC,42,10035,Luzerna,5703
MG,31,22900,Dona Eusébia,6483
BA,29,00702,Alagoinhas,155362
ES,32,03320,Marataízes,38301
PR,41,13254,Laranjal,6248
MG,31,37502,Lagoa Formosa,18107
GO,52,13053,Mimoso de Goiás,2708
MG,31,67905,Tabuleiro,3991
MG,31,16407,Claraval,4824
MG,31,14303,Carmo do Paranaíba,30823
SC,42,10902,Modelo,4181
MG,31,48707,Pedra Azul,24717
PB,25,06301,Guarabira,58529
TO,17,02307,Arapoema,6777
RJ,33,04144,Queimados,144525
SC,42,16354,São João do Itaperiú,3662
MG,31,16308,Cipotânea,6850
RS,43,00802,Antônio Prado,13296
PI,22,05565,Lagoa do Barro do Piauí,4580
PA,15,04976,Nova Ipixuna,16032
MG,31,15359,Catas Altas,5274
SP,35,32157,Nantes,3014
SC,42,07577,Iomerê,2899
AM,13,03536,Presidente Figueiredo,33703
SP,35,30904,Mombuca,3456
PR,41,07504,Engenheiro Beltrão,14311
MG,31,36579,Josenópolis,4854
SP,35,32405,Nazaré Paulista,17959
PI,22,01408,Barro Duro,6930
PR,41,25605,São Mateus do Sul,45000
RS,43,00554,Alto Alegre,1815
MG,31,07406,Bom Despacho,49650
PR,41,13734,Luiziana,7463
MG,31,04007,Araxá,103287
MA,21,01103,Axixá,11915
SE,28,06909,São Francisco,3916
SP,35,47700,Santo Anastácio,21037
MS,50,02001,Batayporã,11228
MG,31,47303,Paraisópolis,20850
SP,35,23107,Itaquaquecetuba,356774
RN,24,00208,Açu,57743
TO,17,04600,Chapada de Areia,1402
MS,50,04700,Ivinhema,22975
PR,41,18501,Pato Branco,79869
MG,31,15706,Central de Minas,7092
SC,42,19200,Vidal Ramos,6361
GO,52,19704,Santa Terezinha de Goiás,9747
SP,35,09403,Cajuru,25445
RN,24,02709,Cerro Corá,11331
MA,21,05609,Joselândia,15861
SE,28,04409,Neópolis,18956
SP,35,36505,Paulínia,100128
MA,21,01939,Bernardo do Mearim,5938
MG,31,05103,Bambuí,23936
PE,26,06002,Garanhuns,137810
TO,17,20499,São Valério,4161
BA,29,02807,Barra da Estiva,22232
BA,29,20205,Malhada,17491
SC,42,03956,Capivari de Baixo,23982
PI,22,02851,Coronel José Dias,4605
RS,43,11627,Lindolfo Collor,5719
MG,31,71154,Vermelho Novo,4894
RN,24,14308,Timbaúba dos Batistas,2428
SP,35,29807,Mineiros do Tietê,12757
RS,43,00638,Amaral Ferrador,6817
RJ,33,01801,Engenheiro Paulo de Frontin,13521
AL,27,01704,Capela,17428
SP,35,29203,Martinópolis,25966
AL,27,03700,Jaramataia,5685
BA,29,30402,Serra Preta,16171
SP,35,24709,Jaguariúna,53069
RN,24,00406,Água Nova,3235
PE,26,12604,Santa Maria da Boa Vista,41475
PI,22,06951,Novo Santo Antônio,2930
SP,35,50902,São Simão,15165
RJ,33,03302,Niterói,497883
SP,35,15657,Fernão,1680
AM,13,03700,Santo Antônio do Içá,23378
MG,31,27701,Governador Valadares,279665
GO,52,17302,Pirenópolis,24604
MS,50,07554,Santa Rita do Pardo,7682
BA,29,08606,Conde,26412
SC,42,11009,Mondaí,11343
SP,35,52304,Sud Mennucci,7723
RN,24,10256,Porto do Mangue,6691
PR,41,12504,Jardim Alegre,12104
BA,29,20908,Mascote,14800
PA,15,03457,Ipixuna do Pará,60433
PE,26,04403,Chã de Alegria,13302
SE,28,07105,Simão Dias,40684
RN,24,13359,Serra do Mel,11675
PA,15,00800,Ananindeua,510834
RS,43,07203,Erval Grande,5188
GO,52,13772,Montividiu do Norte,4417
SC,42,00051,Abdon Batista,2617
MG,31,15474,Catuti,5163
RN,24,13102,Senador Elói de Souza,6138
SC,42,11751,Otacílio Costa,18075
SC,42,04178,Cerro Negro,3308
PB,25,00536,Alcantil,5475
SP,35,23503,Itatinga,19951
MT,51,06190,Nova Santa Helena,3581
MG,31,66402,Seritinga,1870
SP,35,02309,Anhembi,6397
PB,25,04033,Capim,6441
GO,52,15405,Ouro Verde de Goiás,3993
SC,42,00200,Agrolândia,10427
SP,35,07100,Bom Jesus dos Perdões,23530
SC,42,10209,Major Gercino,3416
MT,51,06703,Ponte Branca,1588
GO,52,04300,Caçu,15065
SC,42,14102,Presidente Nereu,2306
SC,42,07403,Imbuia,6087
PB,25,12077,Poço de José de Moura,4282
MG,31,13909,Carmo da Cachoeira,12326
PR,41,16703,Nova Aurora,11418
RS,43,01636,Balneário Pinhal,12493
MG,31,69307,Três Corações,78474
MG,31,56106,Ritápolis,4862
SC,42,08500,Ituporanga,24343
CE,23,06306,Itapajé,51538
PA,15,07607,São Miguel do Guamá,56667
SP,35,49250,São João de Iracema,1894
SP,35,35408,Panorama,15539
PB,25,04074,Caraúbas,4143
BA,29,29107,São Felipe,21935
RS,43,13706,Palmeira das Missões,34907
MG,31,25408,Felício dos Santos,5046
PR,41,16802,Nova Cantu,6471
PR,41,19202,Pinhalão,6433
PR,41,07850,Flor da Serra do Sul,4792
MT,51,03205,Colíder,32120
SP,35,20004,Igaraçu do Tietê,24525
SP,35,14924,Elisiário,3494
AL,27,04302,Maceió,1021709
RS,43,04606,Canoas,342634
SP,35,34500,Oscar Bressane,2615
MG,31,67509,Simão Pereira,2646
MT,51,07107,São José dos Quatro Marcos,18536
RS,43,18408,São Jerônimo,23649
MG,31,22603,Dom Joaquim,4609
PR,41,21307,Rancho Alegre,3977
PE,26,15508,Tracunhaém,13643
BA,29,10776,Feira da Mata,5918
AM,13,04237,Tonantins,18632
RS,43,12005,Mariano Moro,2200
PR,41,07736,Fernandes Pinheiro,5929
SP,35,33908,Olímpia,53702
MA,21,12605,Urbano Santos,32629(2)
PE,26,09907,Ouricuri,68236
AL,27,09301,União dos Palmares,66255
DF,53,00108,Brasília,2977216
MG,31,28709,Guaxupé,52108
MG,31,31604,Iraí de Minas,6929
PB,25,05303,Curral Velho,2520
GO,52,12204,Jussara,19292
MT,51,00201,Água Boa,24032
PA,15,02772,Curionópolis,17578
PR,41,09609,Guaratuba,35588
MG,31,43153,Monte Formoso,4917
BA,29,16500,Itapicuru,36320
PA,15,00206,Acará,54080
SE,28,07303,Telha,3196
CE,23,05233,Horizonte,64673
MG,31,15805,Centralina,10613
MA,21,00477,Alto Alegre do Pindaré,31303
RS,43,15453,Relvado,2191
BA,29,28604,Santo Amaro,61836
PI,22,05904,Manoel Emídio,5265
BA,29,10206,Dom Macedo Costa,4201
PB,25,02201,Bom Jesus,2550
MG,31,36405,Joaquim Felício,4639
SP,35,22505,Itapevi,226488
PB,25,14800,São José dos Cordeiros,3720
RJ,33,05703,Sumidouro,15153
PA,15,07300,São Félix do Xingu,120580
TO,17,05102,Chapada da Natividade,3363
PI,22,06753,Nossa Senhora de Nazaré,4768
GO,52,04102,Cachoeira Alta,11844
MT,51,03908,General Carneiro,5286
SE,28,06107,Rosário do Catete,10533
MG,31,01904,Alpinópolis,19741
RS,43,11270,Lagoa dos Três Cantos,1649
BA,29,21906,Mucugê,10096
PE,26,13602,São José do Egito,33537
SP,35,10708,Cardoso,12305
MG,31,64209,São Romão,11727
MG,31,43807,Munhoz,6282
MS,50,00708,Anastácio,24852
PR,41,11605,Ivatuba,3220
MG,31,44508,Nazareno,8532
SP,35,43006,Ribeirão Branco,17430
MA,21,11003,São João Batista,20272
MG,31,68903,Tiros,6832
MG,31,27800,Grão Mogol,15870
RN,24,09308,Patu,12776
PR,41,01655,Arapuã,3384
PE,26,12109,Salgadinho,10588
SP,35,10401,Capivari,53731
MG,31,40852,Matias Cardoso,10905
BA,29,17508,Jacobina,83435
PR,41,01507,Arapongas,116960
PB,25,00502,Alagoinha,14376
PI,22,00806,Antônio Almeida,3109
PR,41,13403,Leópolis,4147
AL,27,01605,Canapi,17980
PR,41,03370,Brasilândia do Sul,2990
BA,29,07509,Catu,56037
MG,31,46552,Pai Pedro,6173
MA,21,11722,Satubinha,13727
MG,31,68200,Tapiraí,1921
SE,28,00605,Barra dos Coqueiros,29248
RS,43,02402,Bom Retiro do Sul,12158
BA,29,11907,Iaçu,26012
SP,35,27603,Luís Antônio,13703
PR,41,20606,Prudentópolis,51849
TO,17,03305,Bom Jesus do Tocantins,4590
GO,52,08004,Formosa,114036
TO,17,16307,Pau D'Arco,4834
MT,51,07925,Sorriso,82792
MS,50,07935,Sonora,17941
BA,29,27200,Ruy Barbosa,31933
PE,26,13701,São Lourenço da Mata,111197
GO,52,00852,Americano do Brasil,5969
PB,25,06251,Gado Bravo,8443
MS,50,07695,São Gabriel do Oeste,25443
AL,27,00508,Barra de Santo Antônio,15909
PI,22,03909,Floriano,58892
CE,23,12809,Senador Sá,7442
SC,42,05704,Garopaba,21573
MA,21,02754,Capinzal do Norte,10716
SC,42,13500,Porto Belo,19744
PE,26,11002,Petrolândia,35731
SC,42,12056,Palmeira,2562
RS,43,12138,Mato Castelhano,2571
SC,42,11256,Morro Grande,2918
PE,26,13503,São José do Belmonte,33742
RS,43,05454,Cidreira,14511
RS,43,20008,Sapucaia do Sul,138933
PR,41,19103,Piên,12334
GO,52,02601,Aurilândia,3465
RS,43,13508,Osório,44190
SP,35,50308,São Paulo,12038175
PR,41,04600,Capitão Leônidas Marques,15788
RN,24,06205,Lagoa d'Anta,6743
SP,35,03109,Arandu,6360
RS,43,11304,Lagoa Vermelha,28443
PR,41,01002,Ampére,18740
GO,52,11206,Itapuranga,26612
BA,29,29503,São Sebastião do Passé,45660
MG,31,25606,Felisburgo,7386
PR,41,18857,Perobal,6029
PI,22,05524,Júlio Borges,5523
MG,31,34301,Itumirim,6225
MG,31,65800,Senador José Bento,1703
SC,42,19705,Xaxim,27921
BA,29,19702,Macarani,18954
RS,43,17202,Santa Rosa,72504
SP,35,43501,Riversul,5866
PR,41,01309,Antônio Olinto,7582
MA,21,06300,Magalhães de Almeida,19532
ES,32,00300,Alfredo Chaves,15029
SC,42,12650,Pescaria Brava,9908
BA,29,24504,Pindaí,16849
GO,52,01207,Anhanguera,1115
MG,31,07604,Bom Jesus da Penha,4177
BA,29,22904,Nova Soure,25931
RS,43,16956,Santa Maria do Herval,6344
PR,41,10607,Iporã,14794
GO,52,14838,Nova Crixás,12732
RO,11,01450,Parecis,5802
MG,31,70438,União de Minas,4463
PR,41,20101,Porto Amazonas,4809
PA,15,07201,São Domingos do Capim,30987
CE,23,11900,Saboeiro,15715
MS,50,02209,Bonito,21267
SC,42,11850,Ouro Verde,2254
AL,27,04005,Junqueiro,25088
PA,15,03093,Goianésia do Pará,38677
PB,25,15203,São Sebastião do Umbuzeiro,3469
GO,52,21601,Uruaçu,39787
AL,27,07305,Porto Calvo,27398
GO,52,06206,Cristalina,54337
MA,21,06805,Mirinzal,14690
PE,26,07703,Itapetim,13708
RS,43,07054,Ernestina,3211
GO,52,13756,Montividiu,12337
SE,28,02502,General Maynard,3274
MT,51,08956,Nova Monte Verde,8730
PI,22,01804,Bocaina,4440
SP,35,03950,Aspásia,1845
TO,17,07702,Filadélfia,8871
RS,43,00059,Água Santa,3841
SP,35,19071,Hortolândia,219039
SP,35,08108,Buritama,16714
SP,35,08900,Caiabu,4208
MT,51,06257,Nova Xavantina,20519
PR,41,20333,Prado Ferreira,3693
PR,41,05201,Cerro Azul,17821
SP,35,08504,Caçapava,91883
PA,15,00347,Água Azul do Norte,26497
RJ,33,00225,Areal,12058
SC,42,05456,Forquilhinha,25560
PR,41,15903,Mirador,2324
SP,35,00105,Adamantina,35094
GO,52,00605,Alto Paraíso de Goiás,7454
RJ,33,01702,Duque de Caxias,886917
BA,29,30154,Serra do Ramalho,33000
MG,31,34103,Itueta,6104
PR,41,25001,São João do Ivaí,11115
PI,22,06209,Miguel Alves,33146
CE,23,13708,Umari,7668
BA,29,11709,Guanambi,86320
BA,29,28505,Santa Teresinha,10619
MS,50,03702,Dourados,215486
RS,43,09704,Humaitá,4998
RS,43,07864,Fagundes Varela,2716
BA,29,33307,Vitória da Conquista,346069
MG,31,21308,Descoberto,5029
MG,31,21803,Dionísio,8373
RS,43,06908,Encruzilhada do Sul,25801
MG,31,63706,São Lourenço,45128
MG,31,53608,Prudente de Morais,10485
PA,15,00958,Aurora do Pará,29991
SP,35,02754,Araçariguama,20581
TO,17,21109,Tocantínia,7387
SC,42,09508,Laurentino,6694
MG,31,63003,São José da Safira,4289
SC,42,19176,Vargem Bonita,4635
PI,22,06506,Monsenhor Hipólito,7605
RN,24,01453,Baraúna,27667
GO,52,09200,Guapó,14462
MG,31,40209,Maripá de Minas,2965
RS,43,07450,Esperança do Sul,3224
PA,15,03804,Jacundá,56781
SP,35,09205,Cajamar,72875
PE,26,00401,Água Preta,36040
AC,12,00203,Cruzeiro do Sul,82075
SP,35,11300,Cedral,8870
TO,17,20978,Talismã,2757
MG,31,51800,Poços de Caldas,164912
MA,21,02200,Buriti,28170
PI,22,05409,Joaquim Pires,14105
PI,22,10607,São Raimundo Nonato,33966
MG,31,11606,Campos Gerais,28970
MA,21,04909,Guimarães,11776
MG,31,38674,Luisburgo,6408
RN,24,07203,Macau,31592
SP,35,40309,Pontes Gestal,2593
PE,26,03603,Camutanga,8472
RJ,33,04151,Quissamã,23125
BA,29,10859,Filadélfia,17184
PI,22,06670,Morro do Chapéu do Piauí,6672
TO,17,00251,Abreulândia,2555
AC,12,00500,Sena Madureira,42451
SP,35,07803,Brodowski,23780
PI,22,11209,Uruçuí,21105
RS,43,06734,Doutor Maurício Cardoso,5154
MG,31,23106,Dores de Guanhães,5322
PI,22,10300,São Julião,6253
TO,17,13809,Palmeiras do Tocantins,6450
MG,31,54507,Riacho dos Machados,9665
RN,24,07708,Montanhas,11537
PE,26,02704,Buenos Aires,13050
AC,12,00807,Porto Acre,17111
TO,17,03842,Campos Lindos,9604
PB,25,07606,Juarez Távora,7901
RJ,33,00704,Cabo Frio,212289
MG,31,15607,Cedro do Abaeté,1213
SC,42,11207,Morro da Fumaça,17373
BA,29,11402,Glória,15810
SC,42,00507,Águas de Chapecó,6412
MG,31,62807,São João Evangelista,16070
RJ,33,04755,São Francisco de Itabapoana,41240
PI,22,05532,Jurema,4671
BA,29,17706,Jaguarari,34304
RS,43,12708,Nonoai,12270
MG,31,08701,Brás Pires,4577
SP,35,34807,Ouro Verde,8386
SC,42,16909,São Lourenço do Oeste,23473
PE,26,04155,Casinhas,14247
MT,51,04559,Itaúba,3905
MG,31,61403,São Francisco do Glória,5114
PA,15,05205,Oeiras do Pará,31257
AM,13,00300,Autazes,37752
AL,27,07701,Rio Largo,75688
MT,51,06372,Pedra Preta,16811
MA,21,02903,Carutapera,23404
MG,31,29707,Ibiraci,13444
PA,15,07102,São Caetano de Odivelas,17492
PI,22,08809,Regeneração,17697
PE,26,15904,Tuparetama,8159
SP,35,22307,Itapetininga,158561
PE,26,12406,Sanharó,25521
SP,35,26506,Lavínia,10876
RS,43,09571,Herveiras,3067
MG,31,41108,Matozinhos,37040
CE,23,07809,Marco,26738
MA,21,02556,Campestre do Maranhão,14127
SE,28,06206,Salgado,20126
SE,28,05208,Pinhão,6499
SP,35,35002,Palestina,12388
SP,35,33106,Nova Guataporanga,2296
PE,26,05509,Ferreiros,12008
PR,41,27106,Telêmaco Borba,76550
RS,43,02006,Barros Cassal,11484
AL,27,03403,Jacaré dos Homens,5391
BA,29,24603,Pindobaçu,21191
PI,22,10102,São José do Peixe,3692
SP,35,38907,Pirajuí,24762
MG,31,01706,Almenara,41552
RS,43,06072,Cristal do Sul,2918
RR,14,00159,Bonfim,11843
BA,29,15601,Itamaraju,67305
SP,35,40606,Porto Feliz,52221
CE,23,03501,Cascavel,70574
MT,51,05234,Lambari D'Oeste,5831
PA,15,02202,Capanema,66759
MT,51,01605,Barão de Melgaço,7886
PE,26,09501,Nazaré da Mata,32174
PA,15,06401,Santa Cruz do Arari,9635
PB,25,14008,São João do Cariri,4309
PB,25,03902,Camalaú,5996
TO,17,18303,Praia Norte,8298
SC,42,06652,Guatambú,4736
ES,32,01407,Castelo,38070
MT,51,05903,Nobres,14938
PI,22,08502,Porto,12324
MA,21,04503,Governador Archer,10648
RJ,33,03609,Paracambi,50071
SC,42,19853,Zortéa,3264
AL,27,05309,Minador do Negrão,5419
MA,21,06102,Loreto,11943
MG,31,17108,Conceição da Aparecida,10339
AP,16,00535,Porto Grande,20143
TO,17,00350,Aliança do Tocantins,5565
BA,29,13200,Ibotirama,27762
RS,43,14100,Passo Fundo,197798
MG,31,11150,Campo Azul,3853
RJ,33,00407,Barra Mansa,180126
SP,35,07407,Borborema,15681
RS,43,23101,Vicente Dutra,5187
MG,31,37908,Lamim,3504
RN,24,12203,São José de Mipibu,43598
PR,41,03503,Califórnia,8545
BA,29,09604,Crisópolis,21700
PR,41,13304,Laranjeiras do Sul,32228
PR,41,01804,Araucária,135459
SP,35,36901,Pedranópolis,2558
BA,29,05156,Caetanos,16045
MA,21,07902,Passagem Franca,18699
PR,41,23709,Santa Isabel do Ivaí,8877
RN,24,08805,Parazinho,5215
BA,29,13804,Ipecaetá,15596
MG,31,70602,Vargem Bonita,2211
BA,29,22052,Mulungu do Morro,12159
MG,31,62401,São João da Ponte,25880
SC,42,15406,Salto Veloso,4616
SP,35,41703,Quatá,13798
PI,22,04204,Francisco Santos,9108
MG,31,34400,Iturama,38102
CE,23,01505,Arneiroz,7774
MG,31,52105,Ponte Nova,60188
PE,26,01706,Belo Jardim,75729
RN,24,00109,Acari,11338
BA,29,15205,Itagibá,15669
RO,11,00049,Cacoal,87877
TO,17,02158,Araguanã,5581
CE,23,07304,Juazeiro do Norte,268248
PI,22,11407,Várzea Grande,4329
PI,22,03453,Dom Inocêncio,9396
PR,41,20853,Quatro Pontes,4014
TO,17,05557,Combinado,4863
PE,26,04007,Carpina,81884
AL,27,05101,Matriz de Camaragibe,25010
TO,17,15002,Nova Rosalândia,4159
PI,22,06407,Monsenhor Gil,10409
PI,22,01903,Bom Jesus,24532
SC,42,05100,Dona Emma,4039
PB,25,14602,São José do Bonfim,3530
SP,35,53104,Taiaçu,6230
RR,14,00209,Caracaraí,20537
PA,15,02301,Capitão Poço,52768
RJ,33,05406,Sapucaia,17604
RS,43,07302,Erval Seco,7715
GO,52,10000,Inhumas,51932
SP,35,14106,Dois Córregos,26706
PR,41,03206,Bom Sucesso,6982
MG,31,55405,Rio Novo,9067
MG,31,31703,Itabira,118481
AM,13,00607,Benjamin Constant,40417
SP,35,15004,Embu das Artes,264448
PR,41,09401,Guarapuava,179256
MT,51,05150,Juína,39734
MG,31,00401,Acaiaca,4061
SP,35,46108,Santa Clara d'Oeste,2136
PR,41,05607,Cidade Gaúcha,12199
BA,29,14307,Iramaia,10184
AL,27,04500,Maragogi,32568
SC,42,15000,Rio Negrinho,41817
BA,29,13408,Igaporã,16255
GO,52,10802,Itajá,4918
ES,32,03353,Marilândia,12479
BA,29,14802,Itabuna,220386
SP,35,33601,Nuporanga,7299
SC,42,18707,Tubarão,103674
GO,52,05208,Caturaí,5010
AM,13,00904,Canutama,15312
GO,52,15231,Novo Gama,108410
PR,41,03453,Cafelândia,16896
AP,16,00253,Itaubal,5061
GO,52,13806,Morrinhos,45000
PR,41,19905,Ponta Grossa,341130
GO,52,00134,Acreúna,21905
SP,35,40259,Pontalinda,4476
GO,52,18102,Portelândia,4030
MG,31,55009,Rio Doce,2611
MT,51,01001,Araguaiana,3059
MG,31,09451,Cabeceira Grande,6901
MG,31,67707,Sobrália,5816
MA,21,01608,Barra do Corda,86662
AL,27,07008,Pindoba,2954
MG,31,46107,Ouro Preto,74356
PR,41,23824,Santa Lúcia,3965
SP,35,29658,Mesópolis,1928
SC,42,17154,São Miguel da Boa Vista,1860
SE,28,02304,Frei Paulo,15200
BA,29,30907,Tabocas do Brejo Velho,13043
BA,29,02203,Aramari,11385
PR,41,10052,Iguatu,2303
RS,43,18903,São Luiz Gonzaga,35123
RR,14,00407,Normandia,10339
PE,26,11606,Recife,1625583
MT,51,02637,Campo Novo do Parecis,32778
PA,15,06138,Redenção,81647
MG,31,25101,Extrema,33729
SP,35,00758,Alambari,5658
CE,23,04301,Farias Brito,18789
RJ,33,00951,Comendador Levy Gasparian,8255
MG,31,62005,São Gonçalo do Sapucaí,25399
MG,31,54101,Recreio,10682
BA,29,07707,Chorrochó,11558
MT,51,07040,Primavera do Leste,58370
MG,31,45703,Oliveira Fortes,2182
SP,35,04503,Avaré,88938
PB,25,08109,Lagoa,4676
MG,31,38682,Luislândia,6733
RN,24,01503,Barcelona,4065
SP,35,50209,São Miguel Arcanjo,32840
MG,31,03603,Arantina,2877
AM,13,03205,Novo Airão,18133
SP,35,26803,Lençóis Paulista,66664
SP,35,43253,Ribeirão Grande,7690
RN,24,07807,Monte Alegre,22311
PE,26,00302,Agrestina,24454
RS,43,15404,Redentora,11108
TO,17,12801,Maurilândia do Tocantins,3386
PA,15,04505,Melgaço,26652
PR,41,05102,Centenário do Sul,11279
RS,43,17905,Santo Cristo,14747
RS,43,21303,Taquari,27168
CE,23,01406,Aratuba,11300
CE,23,11702,Reriutaba,18889
MG,31,60108,Santo Antônio do Grama,4087
BA,29,22656,Nordestina,13552
MS,50,00807,Anaurilândia,8885
PR,41,15200,Maringá,403063
SC,42,00556,Águas Frias,2397
RS,43,05603,Colorado,3499
PR,41,04907,Castro,71159
MA,21,09239,Presidente Médici,6902
SC,42,05506,Fraiburgo,36102
RN,24,11809,São Fernando,3603
MG,31,37403,Lagoa Dourada,12999
RS,43,00455,Alegria,4085
AL,27,03106,Igaci,26031
PB,25,12200,Prata,4145
MG,31,39508,Manhumirim,22683
MA,21,00402,Altamira do Maranhão,10210
SP,35,35309,Palmital,22146
RS,43,16808,Santa Cruz do Sul,126775
PR,41,19954,Pontal do Paraná,24878
SP,35,38709,Piracicaba,394419
AL,27,06208,Palestina,5036
CE,23,04004,Coreaú,23000
PI,22,01919,Bom Princípio do Piauí,5517
MS,50,02803,Caracol,5906
SE,28,05109,Pedrinhas,9523
SP,35,05906,Batatais,61040
RN,24,12500,São Miguel,23444
MG,31,29103,Gurinhatã,6002
SP,35,30508,Mococa,68897
BA,29,22508,Nazaré,29450
PB,25,10303,Nova Palmeira,4849
AM,13,00060,Amaturá,11047
SP,35,54201,Tejupá,4713
SC,42,04350,Cordilheira Alta,4253
PI,22,08106,Pimenteiras,11925
SE,28,02205,Feira Nova,5595
TO,17,03883,Carmolândia,2531
PI,22,10623,Sebastião Barros,3437
PE,26,14501,Surubim,63780
GO,52,14408,Nazário,8747
MA,21,06508,Matinha,22962
RS,43,15958,Rolador,2528
MT,51,07958,Tangará da Serra,96932
MG,31,64704,São Sebastião do Paraíso,70066
PB,25,16904,Uiraúna,15307
CE,23,07650,Maracanaú,223188
MG,31,62575,São João do Manteninha,5706
GO,52,18391,Professor Jamil,3369
PR,41,26504,Sertanópolis,16429
PB,25,05402,Desterro,8280
CE,23,06900,Jaguaribe,34503
PR,41,26256,Sarandi,91344
PR,41,26108,São Tomé,5686
GO,52,07105,Diorama,2546
BA,29,22854,Nova Redenção,9485
RS,43,20206,Seberi,11154
AM,13,01209,Coari,83929
PR,41,07405,Enéas Marques,6182
PB,25,08901,Mamanguape,44694
SP,35,49805,São José do Rio Preto,446649
PE,26,01508,Belém de Maria,11941
SC,42,17600,Siderópolis,13778
PA,15,01782,Breu Branco,62737
MG,31,26307,Fortaleza de Minas,4382
SP,35,35903,Paranapuã,4035
SP,35,45407,Salto Grande,9255
ES,32,00904,Barra de São Francisco,44946
SC,42,18509,Treze Tílias,7392
PE,26,11309,Pombos,26902
PR,41,14708,Maria Helena,5957
AL,27,04104,Lagoa da Canoa,18256
RO,11,01302,Mirante da Serra,12308
PA,15,07805,Senador José Porfírio,11587
SP,35,27405,Lucélia,21330
PR,41,10508,Ipiranga,15059
PI,22,03255,Curralinhos,4353
MA,21,12100,Timbiras,28575
PR,41,28104,Umuarama,109132
CE,23,04251,Cruz,23833
MG,31,31000,Inhaúma,6200
PR,41,19806,Planalto,13907
SE,28,04201,Monte Alegre de Sergipe,15017
MG,31,01201,Aiuruoca,6224
SP,35,06607,Biritiba-Mirim,31479
PR,41,24608,São Carlos do Ivaí,6797
SP,35,04008,Assis,102268
GO,52,16809,Petrolina de Goiás,10548
PR,41,15457,Marquinho,4826
PA,15,04059,Mãe do Rio,29112
SE,28,07402,Tobias Barreto,51770
SP,35,13900,Divinolândia,11437
BA,29,02401,Aurelino Leal,12891
RO,11,00304,Vilhena,93745
PI,22,05003,Itainópolis,11375
MA,21,03125,Central do Maranhão,8534
MG,31,72103,Volta Grande,5302
GO,52,10109,Ipameri,26563
BA,29,10008,Dário Meira,11864
MG,31,30200,Igaratinga,10420
PR,41,02752,Bela Vista da Caroba,3811
PA,15,06500,Santa Izabel do Pará,67686
PB,25,06905,Itabaiana,24519
MG,31,50570,Pintópolis,7563
SP,35,39509,Pitangueiras,38554
PE,26,04106,Caruaru,351686
RO,11,01807,Vale do Paraíso,8138
MG,31,11101,Campina Verde,20052
PE,26,12455,Santa Cruz,15032
RJ,33,04128,Quatis,13666
ES,32,01308,Cariacica,384621
ES,32,03007,Iúna,29743
GO,52,11404,Itauçu,8988
SP,35,32009,Morungaba,13085
MG,31,70057,Ubaporanga,12591
SP,35,28304,Magda,3200
RS,43,10553,Itacurubi,3552
SP,35,13603,Cunha,22007
MG,31,12406,Capetinga,7168
MS,50,05681,Mundo Novo,17994
BA,29,06709,Cândido Sales,26760
MG,31,40803,Matias Barbosa,14369
RN,24,00703,Alto do Rodrigues,14143
MG,31,36306,João Pinheiro,48472
PB,25,04900,Cruz do Espírito Santo,17389
BA,29,05305,Cafarnaum,18917
MG,31,03702,Araponga,8523
PI,22,05540,Lagoinha do Piauí,2785
PE,26,00500,Águas Belas,42831
PR,41,03602,Cambará,25287
MG,31,00708,Água Comprida,2061
RS,43,11429,Lajeado do Bugre,2592
MG,31,46602,Paiva,1580
RS,43,07831,Eugênio de Castro,2721
PR,41,21703,Reserva,26643
SP,35,52502,Suzano,288056
PB,25,09339,Matinhas,4517
PA,15,01956,Cachoeira do Piriá,32139
PI,22,01309,Barreiras do Piauí,3291
RS,43,13201,Nova Petrópolis,20549
MG,31,40555,Mata Verde,8483
BA,29,19926,Madre de Deus,20689
PB,25,01609,Barra de Santa Rosa,15286
MA,21,02309,Buriti Bravo,23437
MG,31,53905,Raposos,16312
BA,29,13457,Igrapiúna,14288
PI,22,05516,Juazeiro do Piauí,5385
MA,21,08108,Paulo Ramos,20635
CE,23,10605,Penaforte,8888
RS,43,00471,Almirante Tamandaré do Sul,2085
CE,23,04657,Graça,15300
MG,31,06655,Berizal,4691
SP,35,51603,Serra Negra,28534
MA,21,11763,Senador La Rocque,13975
PR,41,10201,Inácio Martins,11319
BA,29,18456,Jucuruçu,10032
SP,35,39400,Piratininga,13216
SP,35,47205,Santana da Ponte Pensa,1573
SP,35,18206,Guararapes,32502
GO,52,05109,Catalão,100590
RS,43,21907,Três Passos,24640
SP,35,42701,Restinga,7304
PA,15,08001,Tomé-Açu,61095
SP,35,31001,Monções,2242
PB,25,01203,Areial,6938
SP,35,28007,Macatuba,17063
MG,31,57807,Santa Luzia,217610
SP,35,28403,Mairinque,46294
SP,35,11904,Clementina,8124
BA,29,03276,Barrocas,16167
RN,24,03707,Felipe Guerra,6033
SP,35,20509,Indaiatuba,235367
BA,29,25808,Queimadas,26525
MG,31,20839,Cuparaque,4972
MA,21,01707,Barreirinhas,61621(2)
